Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
10,190715_10,APOE2/2M,M,E22,A,openfield,1,2Objects_NOR_2,21,11.6,0.328611898,13.9,11.6,0,3.6,0,26,23.7,0.671388102,18.2,21.3,2.4,3.8,0,93,284.5,6.164,10,0.032,141.2,53.6,242.1,12.6,86,139.6,8.415,0,0.053,100.9,56.8,6.1,38,31.6,11.3,0.2,31,29.4,4.2,0.1,,,14.579,18.7
11,190715_1,APOE3/3M,M,E33,B,Dilutions,1,2Objects_NOR_2,4,2.9,0.25,3.6,2.9,0,2,0,10,8.7,0.75,5.2,6.5,2.1,1.4,0,29,47.4,1.976,7.4,0.045,37.7,6,57.4,0,15,22.1,1.497,1.4,0.076,19.7,0,0,8,7.1,0.8,0,8,7,49.1,0,,,3.473,0
12,190715_2,APOE3/3M,M,E33,B,Dilutions,1,2Objects_NOR_2,1,1.3,0.173333333,32.6,1.3,0,0.6,0,8,6.2,0.826666667,0,6.2,0,1.6,0,18,76,4.525,4.9,0.063,62.7,9.1,77.5,1.6,13,18,1.099,0,0.074,14.8,0,0,4,2.2,11.7,0,7,6.3,116,0,,,5.624,1.6
13,190715_3,APOE3/3M,M,E33,B,Dilutions,1,2Objects_NOR_2,3,1.8,0.382978723,22,1.8,0,0.9,0,3,2.9,0.617021277,2.5,2.9,0,0.2,0,27,85.9,5.006,0.9,0.055,64.6,26.2,69.6,0,5,9.5,0.305,49.2,0.061,5,0,0,4,2.6,,0,3,3.4,,0,,,5.311,0
14,190715_4,HNf,F,HN,C,Dilutions,1,2Objects_NOR_2,4,2.3,0.283950617,0.6,2.3,0,0.9,0,5,5.8,0.716049383,9.9,5.8,0,3.7,0,20,86.3,4.845,1.1,0.052,61.5,31.8,66,16.9,10,9.8,0.239,0,0.053,4.5,0,0,6,4.7,,0,3,4.2,,0,,,5.084,16.9
15,190715_5,APOE2/2M,M,E22,A,Dilutions,1,2Objects_NOR_2,5,4.7,0.439252336,12,4.7,0,0.7,0,5,6,0.560747664,1,6,0,2.9,0,25,70.9,3.912,10.9,0.056,66.2,3.8,77.2,0,9,19.8,0.362,0.6,0.03,11,1.1,0,4,6.8,105.8,0,2,2.9,,0,,,4.274,0
16,190715_6,APOE2/2M,M,E22,A,Dilutions,1,2Objects_NOR_2,6,7.4,0.770833333,7.1,7.1,0.4,2.7,0,5,2.2,0.229166667,0,2.2,0,0.8,0,22,71.6,2.569,4.5,0.049,46.6,6.1,66.2,0.4,9,23,1.024,0,0.052,19.6,0,0,5,14,6.6,0,5,4.1,2.1,0,,,3.593,0.4
17,190715_7,APOE2/2F,F,E22,D,Dilutions,1,2Objects_NOR_2,4,5.2,0.485981308,11.3,5.2,0,1.9,0,7,5.5,0.514018692,3.4,5.5,0,2.2,0,28,66.4,3.425,6.1,0.057,57.6,2.2,71.4,0,13,23.4,0.812,0,0.059,13.8,0,0,5,7.6,79.8,0.1,5,5.9,85.5,0,,,4.237,0
18,190715_8,APOE2/2F,F,E22,D,Dilutions,1,2Objects_NOR_2,5,8,0.465116279,2.7,5.9,2,2.6,0,8,9.2,0.534883721,14,7.2,2,7.1,0,18,57,5.083,11.6,0.081,60.4,2,78.5,0,16,25.6,0.739,0,0.035,18.1,2.8,0,5,7.7,92.9,0,4,11.9,73.6,0,,,5.822,0
19,190715_9,APOE2/2M,M,E22,A,Dilutions,1,2Objects_NOR_2,3,4.8,0.277456647,24.3,2.3,2.6,2.6,0,7,12.5,0.722543353,0,12.5,0,4.4,0,21,68.5,4.11,10.2,0.059,66.6,2.5,80.2,0,14,19.6,0.611,0,0.045,13.6,0,0,6,7,,0,6,7.5,8.8,0,,,4.721,0
20,190715_10,APOE2/2M,M,E22,A,Dilutions,1,2Objects_NOR_2,4,6.1,0.426573427,83.1,3.3,2.8,1.5,0,7,8.2,0.573426573,0,6.2,2,6,0,32,62.7,5.213,4.7,0.09,58.1,0,71.9,0,22,19.5,1.014,0,0.064,13.8,2,0,12,11,51.6,0,8,5.9,90,0,,,6.227,0
21,190715_1,APOE3/3M,M,E33,B,Dilutions,2,2Objects_NOR_2,3,4.5,0.473684211,9,2.3,2.2,1.7,0,4,5,0.52631579,1.9,5,0,1.6,0,29,57.5,2.188,6.4,0.042,43.4,8.6,60.5,0,17,25.5,1.889,0,0.098,17.1,2.2,0,11,8.6,67.6,0,11,7.6,69.5,0,,,4.077,0
22,190715_2,APOE3/3M,M,E33,B,Dilutions,2,2Objects_NOR_2,3,4.5,0.384615385,79.6,4.5,0,2,0,7,7.2,0.615384615,21.3,7.2,0,3.5,0,21,70,4.65,0,0.062,64.6,10.5,82.8,0,13,23.5,1.244,43,0.068,18.2,0,0,5,5.1,,0,8,9.7,57.1,0.1,,,5.894,0
23,190715_3,APOE3/3M,M,E33,B,Dilutions,2,2Objects_NOR_2,2,2.3,0.575,9,0.5,1.8,0,0,2,1.7,0.425,5.5,1.7,0,1.2,0,12,82.5,1.928,13.9,0.019,26.8,76.8,36.6,42.4,1,8.4,0.312,0,0.032,9.8,0,0,0,0,,0,1,0.7,,0,,,2.24,42.4
24,190715_4,HNf,F,HN,C,Dilutions,2,2Objects_NOR_2,0,0,0,,0,0,0,0,1,0.2,1,44.6,0.2,0,0.1,0,24,104.8,1.702,0.2,0.015,32.1,81.8,35.5,67,1,3.6,0.102,60.3,0.03,3.4,0,0,1,0.5,,0,2,3.4,60.1,0,,,1.804,67
25,190715_5,APOE2/2M,M,E22,A,Dilutions,2,2Objects_NOR_2,5,7,0.469798658,6.5,4.2,2.7,1.6,0,11,7.9,0.530201342,5.4,7.9,0,4.6,0,23,59.7,3.744,0,0.065,53.2,4.6,74.6,0,14,25.5,1.104,6.5,0.051,21.4,0.1,0,3,3.6,113.1,0,10,10.8,72.6,0,,,4.848,0
26,190715_6,APOE2/2M,M,E22,A,Dilutions,2,2Objects_NOR_2,3,3.8,0.603174603,61.2,1.7,2.1,3.7,1.2,3,2.5,0.396825397,17,2.5,0,1.5,0,16,93.4,3.082,1.1,0.033,43,50.5,45.7,18.4,4,4.5,0.253,0,0.092,2.7,0,0,2,1.7,115.9,0,3,1.5,,0,,,3.335,18.4
27,190715_7,APOE2/2F,F,E22,D,Dilutions,2,2Objects_NOR_2,1,1.2,0.255319149,35.4,1.2,0,0.1,0,5,3.5,0.744680851,0,3.5,0,1.9,0,17,86.1,2.675,1.5,0.029,39.5,51.6,47.6,23.9,5,8.8,0.476,0,0.059,8.1,0,0,6,4.3,32,0,4,2.7,,0,,,3.151,23.9
28,190715_8,APOE2/2F,F,E22,D,Dilutions,2,2Objects_NOR_2,3,6.6,0.388235294,31.6,6.6,0,1.8,0,6,10.4,0.611764706,10.9,6.6,3.8,7.6,0,18,75,5.234,0,0.064,68.2,13.1,75,0,15,18.1,0.447,79.1,0.053,6.8,1.5,0,5,4.8,62.6,0,5,4.1,,0,,,5.681,0
29,190715_9,APOE2/2M,M,E22,A,Dilutions,2,2Objects_NOR_2,1,3,1,0,0,3,2.7,0,0,0,0,,0,0,0,0,11,107,1.051,4.3,0.009,31.4,81.2,31.6,57.9,1,3,0.028,0,0.009,0.2,3.1,0,0,0,,0,0,0,,0,,,1.079,57.9
30,190715_10,APOE2/2M,M,E22,A,Dilutions,2,2Objects_NOR_2,4,3.6,0.654545455,11.8,3.6,0,1.5,0,4,1.9,0.345454546,32.3,1.9,0,1.3,0,16,95.2,4.348,0.6,0.049,68.8,20.7,73.7,6.4,3,6.4,0.151,115.1,0.031,4.9,0,0,1,0.9,,0,3,4.2,,0,,,4.499,6.4
31,190715_1,APOE3/3M,M,E33,B,Dilutions,3,2Objects_NOR_2,4,1.4,0.233333333,22.3,1.4,0,0,0,4,4.6,0.766666667,4.8,4.5,0.1,0.6,0,27,51.8,1.315,8.3,0.027,27.1,22.1,38.2,1.2,10,12.2,1.056,0,0.095,11.1,0,0,11,7.7,3.6,0,5,5.1,101.8,0,,,2.371,1.2
32,190715_2,APOE3/3M,M,E33,B,Dilutions,3,2Objects_NOR_2,0,0,0,,0,0,0,0,4,2.4,1,10.1,2.4,0,1.4,0,6,107.6,2.059,0,0.019,30,80.9,30,47.5,0,0,0,,,0,0,0,0,0,,0,1,1.6,,0,,,2.059,47.5
33,190715_3,APOE3/3M,M,E33,B,Dilutions,3,2Objects_NOR_2,0,0,0,,0,0,0,0,1,1.6,1,0.9,1.6,0,1.5,0,10,89.5,0.629,16,0.006,12.1,85.8,24,64.8,3,12.5,0.462,0,0.03,11.9,3.5,0,1,0.9,4,0,2,4.6,,0,,,1.091,64.8
34,190715_4,HNf,F,HN,C,Dilutions,3,2Objects_NOR_2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,6,117.5,0.085,0,0.001,3.4,116.6,3.4,99.4,0,0,0,,,0,0,0,0,0,,0,0,0,,0,,,0.085,99.4
35,190715_5,APOE2/2M,M,E22,A,Dilutions,3,2Objects_NOR_2,1,1,0.136986301,103.8,1,0,0.5,0,4,6.3,0.863013699,18.8,6.3,0,2.1,0,23,65.7,2.797,0,0.042,43.1,23.7,57.8,1.3,8,17.1,0.643,3.4,0.044,14.7,0,0,2,1.3,80.2,0,7,5.6,,0,,,3.44,1.3
36,190715_6,APOE2/2M,M,E22,A,Dilutions,3,2Objects_NOR_2,1,0.9,0.28125,118.4,0.9,0,0,0,2,2.3,0.71875,4.9,2.3,0,1.8,0,10,105.2,2.985,0.2,0.028,37.6,68.3,37.6,30.5,1,0.7,0,,,0,0,0,0,0,,0,1,0.9,,0,,,2.985,30.5
37,190715_7,APOE2/2F,F,E22,D,Dilutions,3,2Objects_NOR_2,0,0,0,,0,0,0,0,2,2.9,1,91.3,2.9,0,2.3,0,11,100.7,2.531,0,0.023,31,77.4,31,55.1,3,3,0,,,0,0,0,1,0.8,96.1,0,2,2.7,119.5,0,,,2.531,55.1
38,190715_8,APOE2/2F,F,E22,D,Dilutions,3,2Objects_NOR_2,3,3.3,0.407407407,46.9,3.3,0,3.1,0,8,4.8,0.592592593,68.9,4.8,0,2.1,0,16,80.1,2.719,0,0.033,46.4,37.2,55.5,9.3,3,15.2,0.399,46.8,0.044,9.1,0,0,2,4.3,106.9,0,5,10,43.6,0.1,,,3.118,9.3
39,190715_9,APOE2/2M,M,E22,A,Dilutions,3,2Objects_NOR_2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,12,96.9,0.455,0,0.004,10.9,106.7,10.9,70.8,1,0.9,0,,,0,0,0,2,2.1,,0,0,0,,0,,,0.455,70.8
40,190715_10,APOE2/2M,M,E22,A,Dilutions,3,2Objects_NOR_2,1,4.8,0.685714286,59.3,2,2.8,1.8,0,3,2.2,0.314285714,49.5,2.2,0,1.6,0,13,96.1,2.996,1.9,0.032,61.5,32.6,64.9,2.4,9,8.1,0.309,0,0.092,3.4,0,0,2,3.6,,0,3,1.8,52.9,0,,,3.305,2.4
41,190715_1,APOE3/3M,M,E33,B,Dilutions,4,2Objects_NOR_2,1,1.6,0.727272727,14.6,1.6,0,1.6,0,2,0.6,0.272727273,11.9,0.6,0,0,0,20,88.5,0.886,3.6,0.01,22.1,68.3,24,31.1,1,2.2,0.197,16.8,0.104,1.9,0,0,0,0,,0,1,0.5,18.4,0,,,1.083,31.1
42,190715_2,APOE3/3M,M,E33,B,Dilutions,4,2Objects_NOR_2,1,0.3,0.375,0.5,0.3,0,0,0,1,0.5,0.625,92.7,0.5,0,0,0,8,111.8,1.839,1.8,0.016,29.9,87.8,31,64.6,1,0.7,0.08,0,0.074,1.1,0,0,0,0,,0,0,0,,0,,,1.919,64.6
43,190715_3,APOE3/3M,M,E33,B,Dilutions,4,2Objects_NOR_2,2,1.5,0.394736842,2.9,1.5,0,0.6,0,3,2.3,0.605263158,0.4,2.3,0,1.7,0,15,100.3,1.777,8.7,0.017,31.4,72.4,36.2,48.6,1,4.5,0.077,0,0.016,4.8,0,0,1,1.7,,0,0,0,,0,,,1.854,48.6
44,190715_4,HNf,F,HN,C,Dilutions,4,2Objects_NOR_2,0,0,0,,0,0,0,0,2,0.9,1,42.6,0.9,0,0.5,0,18,111.1,1.75,0,0.015,37.1,80.8,37.1,57.2,1,0.1,0,,,0,0,0,0,0,,0,1,1.1,,0,,,1.75,57.2
45,190715_5,APOE2/2M,M,E22,A,Dilutions,4,2Objects_NOR_2,4,10,0.847457627,29.9,5.5,4.5,4,0,2,1.8,0.152542373,3.3,1.2,0.6,0.9,0,25,74.8,2.888,0,0.05,44.2,13.2,47.3,4.5,7,6.3,0.173,49.9,0.056,3.1,0,0,1,1,,0,3,3.1,,0,,,3.061,4.5
46,190715_6,APOE2/2M,M,E22,A,Dilutions,4,2Objects_NOR_2,3,4,0.481927711,1.2,1.9,2.1,0.9,0,7,4.3,0.518072289,49.1,4.3,0,1.5,0,23,68.4,1.547,0,0.027,23.4,33.4,26.4,16.1,17,12.3,0.226,2.7,0.076,3,0,0,5,9.9,4.4,0.7,3,4,43.8,0,,,1.773,16.1
47,190715_7,APOE2/2F,F,E22,D,Dilutions,4,2Objects_NOR_2,1,0.6,0.4,101.4,0.6,0,0,0,1,0.9,0.6,99.8,0.9,0,0.9,0,4,109.1,1.809,1.9,0.016,26.8,83.8,28.8,73.8,3,3.1,0.665,1.3,0.339,2,0,0,0,0,,0,1,1.2,,0,,,2.474,73.8
48,190715_8,APOE2/2F,F,E22,D,Dilutions,4,2Objects_NOR_2,1,1.5,0.245901639,77.5,1.5,0,0.7,0,3,4.6,0.754098361,20,2.5,2,1,0,16,97.5,2.737,0,0.027,47.6,54.1,51.1,30.4,4,6.5,0.204,77.3,0.054,3.5,0.3,0,4,2.1,,0,1,0.6,,0,,,2.941,30.4
49,190715_9,APOE2/2M,M,E22,A,Dilutions,4,2Objects_NOR_2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,10,110.7,0.703,1.8,0.006,15.4,101.7,16.4,74.7,2,0.7,0.071,0,0.069,1,0,0,0,0,,0,2,0.8,,0,,,0.774,74.7
50,190715_10,APOE2/2M,M,E22,A,Dilutions,4,2Objects_NOR_2,1,0.9,0.272727273,119.1,0.9,0,0.6,0,1,2.4,0.727272727,116.4,2.4,0,0.3,0,12,81.8,2.803,2.7,0.03,47.2,47.7,49.6,13.5,2,4.5,0.163,0,0.068,2.4,0,0,0,0,,0,4,3.8,,0,,,2.966,13.5
51,190715_1,APOE3/3M,M,E33,B,Dilutions,5,2Objects_NOR_2,1,3.6,0.418604651,91.7,1.3,2.2,0.5,0,5,5,0.581395349,8.7,4.3,0.7,2,0,21,56.1,2.008,0.9,0.022,34.4,56.9,39.5,36.1,8,9.3,0.375,91.5,0.051,5.1,2.2,0,2,2.9,,0,1,3.6,,0,,,2.383,36.1
52,190715_2,APOE3/3M,M,E33,B,Dilutions,5,2Objects_NOR_2,2,4.2,0.461538462,50.2,1.9,2.3,3.4,0,7,4.9,0.538461539,76.2,4.9,0,1.9,0,6,98.5,2.746,2.9,0.026,60.1,45.1,63.1,32.8,7,6.8,0.265,0,0.09,3,0,0,0,0,,0,2,1.2,2.1,0,,,3.011,32.8
53,190715_3,APOE3/3M,M,E33,B,Dilutions,5,2Objects_NOR_2,3,5.6,0.486956522,18,2.5,3.2,1.7,0,4,5.9,0.513043478,0,5.9,0,2.9,0,18,81.1,0.931,1.6,0.01,26.9,66.6,27.1,27.1,5,4.4,0,0,0,0.2,0,0,0,0,,0,0,0,,0,,,0.931,27.1
54,190715_4,HNf,F,HN,C,Dilutions,5,2Objects_NOR_2,4,6.7,0.475177305,1.8,4,2.7,2.9,1,4,7.4,0.524822695,24.1,5.9,1.5,6.7,1.1,9,81.5,2.107,4,0.024,36.7,50.3,51.8,27.2,5,27.6,0.63,0,0.03,15.1,6.1,1.7,2,1.4,,0,1,1.6,,0,,,2.737,28.9
55,190715_5,APOE2/2M,M,E22,A,Dilutions,5,2Objects_NOR_2,0,0,,,0,0,0,0,0,0,,,0,0,0,0,10,105.4,0.755,6.4,0.007,16.9,93.2,16.9,80.8,1,0.4,0,,,0,0,0,0,0,,0,0,0,,0,,,0.755,80.8
56,190715_6,APOE2/2M,M,E22,A,Dilutions,5,2Objects_NOR_2,6,4.9,0.890909091,0.1,4.9,0,2.5,0,1,0.6,0.109090909,3.5,0.6,0,0.6,0,10,102.2,3.38,4.7,0.033,49.5,53.2,53.9,29.6,4,6.9,0.08,0,0.018,4.4,0,0,1,0.7,,0,0,0,,0,,,3.46,29.6
57,190715_7,APOE2/2F,F,E22,D,Dilutions,5,2Objects_NOR_2,4,10.5,0.596590909,47.8,5.4,5,2.2,0,4,7.1,0.403409091,63.2,3.9,3.2,1.8,0,12,72.7,1.371,2.5,0.02,20.3,47.8,27.5,32.2,15,16.2,0.512,0,0.071,7.2,0,0,3,5.2,102.6,0,4,3.5,51.3,0,,,1.883,32.2
58,190715_8,APOE2/2F,F,E22,D,Dilutions,5,2Objects_NOR_2,2,3.9,0.317073171,0.8,3.9,0,3,0,3,8.4,0.682926829,2.5,4.4,4,2.1,0,10,94.8,2.659,9.6,0.028,40.9,53.2,49.4,36.5,3,14.5,0.529,0,0.042,8.5,4,0,3,0.5,,0,2,2.4,,0,,,3.188,36.5
59,190715_9,APOE2/2M,M,E22,A,Dilutions,5,2Objects_NOR_2,3,3.1,1,1.2,1.5,1.6,1.1,0,0,0,0,,0,0,0,0,5,101.9,0.831,5.4,0.007,15.9,97.3,17.7,78.3,2,3.3,0.072,0,0.018,1.8,2.3,0,0,0,,0,0,0,,0,,,0.903,78.3
60,190715_10,APOE2/2M,M,E22,A,Dilutions,5,2Objects_NOR_2,3,3.6,0.782608696,1.4,0.8,2.8,0.9,0,2,1,0.217391304,0.5,1,0,0.3,0,10,91.3,2.143,2.9,0.021,46.3,53.9,48.8,20.3,5,5.5,0.129,0,0.053,2.5,0,0,0,0,,0,1,5.7,12.7,0.1,,,2.272,20.3
61,190715_2,APOE3/3M,M,E33,B,Day2_IdenticalObject,1,2Objects_NOR_2,4,5.9,0.371069182,37.6,5.9,0,1.9,0,7,10,0.628930818,61.1,10,0,1.8,0,11,64.6,7.116,0,0.085,74.7,8.6,96.1,8.7,8,17.7,1.521,2.7,0.071,21.4,0,0,4,4.3,11.9,0.7,2,4.4,3.4,0,,,8.637,8.7
62,190715_1,APOE3/3M,M,E33,B,Day2_IdenticalObject,1,2Objects_NOR,5,3.2,0.780487805,1.7,3.2,0,0.9,0,3,0.9,0.219512195,11,0.9,0,0.5,0,18,77.4,2.719,2.4,0.036,33.1,42.2,48.1,16,14,15.4,1.467,0,0.098,15,0,0,3,1.4,75.9,0,6,13,10.7,0.1,13.1,12.2,4.186,16
63,190715_4,HNf,F,HN,C,Day2_IdenticalObject,1,2Objects_NOR_2,3,4.8,0.358208955,29.5,4.8,0,2.1,0,5,8.6,0.641791045,43.6,6.4,2.2,4.5,0,16,87.7,4.211,0,0.046,64.4,27.1,69.4,14.3,8,11,0.509,29.1,0.071,5,2.2,0,3,1.5,31.7,0,2,1.1,28.9,0,,,4.72,14.3
64,190715_3,APOE3/3M,M,E33,B,Day2_IdenticalObject,1,2Objects_NOR,3,10.1,0.776923077,39.5,3.4,6.6,2.8,0,5,2.9,0.223076923,1,2.9,0,0.8,0,13,76.4,2.3,3.3,0.032,60.4,10.7,73.8,6.2,12,16.2,0.906,0,0.049,13.4,5.1,1,3,1.7,0.5,0,3,8.5,30.2,0,16.3,17.2,3.206,7.2
65,190715_6,APOE2/2M,M,E22,A,Day2_IdenticalObject,1,2Objects_NOR_2,2,5.3,0.623529412,32.1,2,3.3,1.4,0,3,3.2,0.376470588,17.1,3.2,0,2.3,0,13,94.9,4.464,0,0.045,50.7,48.8,55.6,27.6,6,11.3,0.955,18.9,0.116,4.9,3.3,0,4,2,19.6,0,4,1.4,25,0,,,5.419,27.6
66,190715_5,APOE2/2M,M,E22,A,Day2_IdenticalObject,1,2Objects_NOR,6,14,0.580912863,26.3,8.4,5.7,4,0,6,10.1,0.419087137,36.7,7.3,2.8,3.2,0,19,70.2,1.967,0,0.033,35.4,24.7,47.1,2.9,13,22.2,0.818,25.6,0.057,11.7,2.6,0,2,1.8,24.8,0,3,2.8,28.5,0,14,13.4,2.785,2.9
67,190715_2,APOE3/3M,M,E33,B,Day2_IdenticalObject,2,2Objects_NOR_2,9,7.8,0.709090909,51.4,6,1.9,1.3,0,7,3.2,0.290909091,85.2,3.2,0,1,0,8,92,4.037,0,0.042,54.2,42.3,64.7,24,10,12.3,0.834,89.5,0.079,10.5,0,0,1,0.2,,0,1,0.8,104,0,,,4.871,24
68,190715_1,APOE3/3M,M,E33,B,Day2_IdenticalObject,2,2Objects_NOR,9,10.7,0.922413793,5.4,9.1,1.6,4.2,0,2,0.9,0.077586207,63.7,0.8,0,0.8,0,19,75.3,2.43,1,0.033,43.7,30.8,51.6,12.4,12,16.1,0.615,4.9,0.078,7.9,0,0,3,1,0,0,3,1.7,19.5,0,17.7,18,3.045,12.4
69,190715_4,HNf,F,HN,C,Day2_IdenticalObject,2,2Objects_NOR_2,3,7.7,0.62601626,71.3,6.9,0.8,0.3,0,2,4.6,0.37398374,0,4.6,0,1.5,0,16,82.5,2.19,1.1,0.022,40,58.1,40.4,36.8,7,9.2,0,85.5,0,0.4,0,0,5,1.7,,0,1,0.7,61.6,0,,,2.19,36.8
70,190715_3,APOE3/3M,M,E33,B,Day2_IdenticalObject,2,2Objects_NOR,6,9.3,0.40969163,9.1,5.8,3.5,1.3,0,9,13.4,0.59030837,1.7,11,2.4,1.7,0,17,58.3,1.61,5,0.029,38.1,16.9,63.5,0,13,25.6,1.1,0,0.043,25.4,0,0,6,4,1.4,0,6,1.5,4.2,0,8.8,10.2,2.71,0
71,190715_6,APOE2/2M,M,E22,A,Day2_IdenticalObject,2,2Objects_NOR_2,9,10.2,0.641509434,64.8,1.6,8.6,3.3,1.4,3,5.7,0.358490566,0,3.2,2.5,2.6,0,15,75,3.396,2.3,0.035,57.4,39.1,61.8,26.6,8,9.4,0.301,0,0.046,4.4,2.2,0,0,0,,0,0,0,64.2,0,,,3.697,26.6
72,190715_5,APOE2/2M,M,E22,A,Day2_IdenticalObject,2,2Objects_NOR,4,5.9,0.427536232,23.3,3.9,2,1.7,0,4,7.9,0.572463768,46.7,1.6,6.2,4.4,0,17,70.5,1.504,0,0.022,36.4,31.6,44.5,0,10,10.4,0.689,22.7,0.085,8.1,0,0,3,1.7,59,0,5,6.9,22.8,0,18.7,15.4,2.193,0
73,190715_2,APOE3/3M,M,E33,B,Day2_IdenticalObject,3,2Objects_NOR_2,10,11.1,0.587301587,20.7,6.8,4.3,4.8,0,5,7.8,0.412698413,66.7,5.4,2.4,2.2,0,15,79.5,4.345,0,0.053,65.3,17.1,82.6,4.1,12,18,1.65,10.4,0.075,17.3,4.6,0,5,4.3,77.9,0,4,1.9,11,0.1,,,5.995,4.1
74,190715_1,APOE3/3M,M,E33,B,Day2_IdenticalObject,3,2Objects_NOR,5,8.1,0.637795276,11.7,5.4,2.7,2.8,0,2,4.6,0.362204724,71.1,4.6,0,1.6,0,14,72.8,1.873,0,0.026,27.3,45.1,36.8,10.7,15,16.7,0.56,13,0.059,9.5,0,0,3,2.4,13.2,0,3,4.6,33.2,0,12.3,12.3,2.433,10.7
75,190715_4,HNf,F,HN,C,Day2_IdenticalObject,3,2Objects_NOR_2,6,16.4,0.70995671,29.2,13.8,2.5,5.9,0,6,6.7,0.29004329,8.8,3.2,3.6,1,0,17,70.8,2.385,0.2,0.03,47.7,31.4,57.9,16.2,12,19.6,0.888,33.5,0.064,10.2,3.6,0,4,1.4,38.8,0,0,0,,0,,,3.273,16.2
76,190715_3,APOE3/3M,M,E33,B,Day2_IdenticalObject,3,2Objects_NOR,5,5.8,0.376623377,8.2,4.6,1.2,2.3,0,4,9.6,0.623376623,27.8,3.5,6,3.8,0,15,81.9,1.804,0.8,0.021,33.3,52.5,42.7,23.2,9,17.3,0.507,25.8,0.029,9.4,8.2,0,2,0.3,42.7,0,3,2.9,35.8,0,14.5,17.5,2.311,23.2
77,190715_6,APOE2/2M,M,E22,A,Day2_IdenticalObject,3,2Objects_NOR_2,2,2.6,0.230088496,29.5,2.6,0,0.9,0,7,8.7,0.769911504,28.2,6.5,2.2,3.8,0,14,94.8,4.5,1.4,0.047,58.3,37.8,67.5,8,7,9,0.788,0,0.086,9.2,0,0,1,0.3,1,0,2,2,34.4,0.2,,,5.288,8
78,190715_5,APOE2/2M,M,E22,A,Day2_IdenticalObject,3,2Objects_NOR,7,5.1,0.301775148,37.3,5.1,0,1.6,0,5,11.8,0.698224852,23.5,8.1,3.7,3.5,0,23,81,2.603,0.7,0.035,41.4,32.8,52.2,11,11,14.2,0.871,25.9,0.078,10.8,0.3,0,2,0.4,37.1,0,2,1.4,72,0,12.1,9.4,3.474,11
79,190715_2,APOE3/3M,M,E33,B,Day2_ShortTermMemory,4,2Objects_NOR_2,3,2.5,0.390625,44.9,2.5,0,2.1,0,6,3.9,0.609375,27.9,3.9,0,1.7,0,27,94.8,3.197,3.4,0.033,46.8,49.9,50.6,32.4,6,5.3,0.442,0,0.116,3.8,0,0,0,0,,0,2,0.8,1.1,0,,,3.639,32.4
80,190715_1,APOE3/3M,M,E33,B,Day2_ShortTermMemory,4,2Objects_NOR,8,12.2,0.46743295,4.8,4.6,7.6,4.1,0,5,13.9,0.53256705,9.3,6.2,7.8,5.6,1.3,17,61.1,3.237,3.3,0.048,46,20.9,59.2,7.2,15,15.7,1.207,0,0.091,13.2,0,0,5,3.8,2.6,0,1,1.1,112.5,0,20.1,19.9,4.444,7.2
81,190715_4,HNf,F,HN,C,Day2_ShortTermMemory,4,2Objects_NOR_2,4,4.7,0.278106509,27,4.7,0,1.5,0,7,12.2,0.721893491,4.1,8.8,3.4,3.4,0,14,83.7,1.616,0,0.019,37.8,46.7,49.1,20.9,7,13,0.972,9.7,0.086,11.3,0,0,2,1.5,26.4,0,4,3,9.5,0,,,2.588,20.9
82,190715_3,APOE3/3M,M,E33,B,Day2_ShortTermMemory,4,2Objects_NOR,1,3.9,0.639344262,43.5,3.9,0,1,0,1,2.2,0.360655738,48.4,2.2,0,1.3,0,20,86.4,2.088,1.3,0.021,34.3,66.8,38.5,45,4,6.4,0.218,0,0.052,4.2,0,0,1,0.1,,0,1,2.4,0,0,50.7,40.1,2.306,45
83,190715_6,APOE2/2M,M,E22,A,Day2_ShortTermMemory,4,2Objects_NOR_2,4,4.8,0.631578947,0.7,3.4,1.3,2.3,0,1,2.8,0.368421053,64.4,2.8,0,1.8,0,7,100.2,3.839,1.5,0.038,57.7,42.5,58.9,26.4,4,4.4,0.261,0,0.212,1.2,0,0,0,0,,0,4,4.1,114.4,0,,,4.1,26.4
